,Date,inventory_id,price,discount,quantity
87,5/8/2012,C,344,27,234
88,5/9/2012,B,336,24,227
89,5/10/2012,A,369,0,180
90,5/11/2012,A,357,17,206
91,5/14/2012,A,376,26,154
92,5/15/2012,C,354,6,237
93,5/16/2012,C,354,2,205
94,5/17/2012,B,363,15,194
95,5/18/2012,B,329,10,178
96,5/21/2012,A,369,17,241
97,5/22/2012,A,365,11,193
98,5/23/2012,B,358,16,168
99,5/24/2012,B,326,6,190
100,5/25/2012,B,332,17,166
101,5/29/2012,C,324,6,191
102,5/30/2012,A,335,23,195
103,5/31/2012,C,367,20,207
104,6/1/2012,B,316,21,184
105,6/4/2012,A,324,0,246
106,6/5/2012,A,332,8,203
107,6/6/2012,A,367,1,192
108,6/7/2012,A,320,20,227
109,6/8/2012,C,337,19,154
110,6/11/2012,C,344,14,217
111,6/12/2012,B,315,0,244
112,6/13/2012,A,373,4,191
113,6/14/2012,B,314,25,217
114,6/15/2012,B,377,0,210
115,6/18/2012,A,367,20,245
116,6/19/2012,C,326,5,169
117,6/20/2012,C,326,2,180
118,6/21/2012,C,344,16,224
119,6/22/2012,B,325,24,224
120,6/25/2012,B,339,21,214
121,6/26/2012,B,320,15,182
122,6/27/2012,A,371,6,201
123,6/28/2012,B,314,3,232
124,6/29/2012,A,348,24,168
125,7/2/2012,C,330,9,174
126,7/3/2012,A,331,23,174
127,7/5/2012,C,313,30,241
128,7/6/2012,B,349,16,156
129,7/9/2012,C,302,12,150
130,7/10/2012,A,324,27,241
131,7/11/2012,A,338,14,151
132,7/12/2012,C,367,10,247
133,7/13/2012,B,308,11,150
134,7/16/2012,A,365,9,221
135,7/17/2012,B,312,13,152
136,7/18/2012,A,347,3,250
137,7/19/2012,A,368,9,153
138,7/20/2012,A,339,4,150
139,7/23/2012,A,367,26,193
140,7/24/2012,C,376,8,169
141,7/25/2012,A,343,10,222
142,7/26/2012,C,318,0,185
143,7/27/2012,A,375,2,215
144,7/30/2012,C,372,22,181
145,7/31/2012,B,325,8,201
146,8/1/2012,C,360,13,200
147,8/2/2012,B,310,12,155
148,8/3/2012,C,375,3,187
149,8/6/2012,B,336,12,163
150,8/7/2012,A,314,23,222
151,8/8/2012,A,307,4,230
152,8/9/2012,C,378,19,162
153,8/10/2012,A,312,28,163
154,8/13/2012,A,321,25,178
155,8/14/2012,B,372,17,173
156,8/15/2012,A,369,11,179
157,8/16/2012,A,303,30,242
158,8/17/2012,C,350,27,151
159,8/20/2012,C,349,23,239
160,8/21/2012,A,376,27,186
161,8/22/2012,B,326,14,199
162,8/23/2012,B,374,21,171
163,8/24/2012,B,360,13,160
164,8/27/2012,A,321,1,238
165,8/28/2012,B,320,17,221
166,8/29/2012,C,380,21,156
167,8/30/2012,A,342,29,247
168,8/31/2012,C,376,29,160
169,9/4/2012,C,364,10,212
170,9/5/2012,A,332,4,249
171,9/6/2012,A,335,3,211
172,9/7/2012,B,353,23,160
173,9/10/2012,B,314,27,214
174,9/11/2012,B,342,19,228
175,9/12/2012,A,326,25,207
176,9/13/2012,A,341,20,173
177,9/14/2012,A,312,6,233
178,9/17/2012,A,380,4,213
179,9/18/2012,C,332,23,225
180,9/19/2012,B,309,30,155
181,9/20/2012,B,304,28,210
182,9/21/2012,A,375,21,162
183,9/24/2012,C,376,10,151
184,9/25/2012,A,317,11,192
185,9/26/2012,C,321,10,194
186,9/27/2012,A,320,15,230
187,9/28/2012,B,324,3,248
188,10/1/2012,A,338,9,242
189,10/2/2012,C,357,4,221
190,10/3/2012,B,347,19,202
191,10/4/2012,C,301,12,197
192,10/5/2012,A,363,7,231
193,10/8/2012,B,341,7,186
194,10/9/2012,A,340,6,232
195,10/10/2012,C,333,6,177
196,10/11/2012,C,368,5,235
197,10/12/2012,B,313,20,190
198,10/15/2012,A,317,19,169
199,10/16/2012,C,321,25,151
200,10/17/2012,A,301,15,246
201,10/18/2012,C,354,15,228
202,10/19/2012,C,353,25,175
203,10/22/2012,C,311,13,232
204,10/23/2012,B,362,16,228
205,10/24/2012,B,361,0,205
206,10/25/2012,C,351,18,227
207,10/26/2012,B,345,30,201
208,10/31/2012,B,355,2,213
209,11/1/2012,C,343,5,186
210,11/2/2012,B,334,10,157
211,11/5/2012,B,353,5,155
212,11/6/2012,B,329,2,185
213,11/7/2012,B,345,0,227
214,11/8/2012,A,316,2,238
215,11/9/2012,B,337,7,200
216,11/12/2012,B,300,30,213
217,11/13/2012,A,370,27,161
218,11/14/2012,A,333,19,177
219,11/15/2012,B,376,17,166
220,11/16/2012,C,355,5,153
221,11/19/2012,C,301,4,171
222,11/20/2012,B,344,15,192
223,11/21/2012,C,306,9,222
224,11/23/2012,B,364,5,181
225,11/26/2012,A,318,15,182
226,11/27/2012,A,323,0,182
227,11/28/2012,A,337,18,155
228,11/29/2012,A,363,1,190
229,11/30/2012,C,310,26,204
230,12/3/2012,C,331,7,188
231,12/4/2012,A,309,22,210
232,12/5/2012,B,323,14,163
233,12/6/2012,B,326,10,183
234,12/7/2012,B,341,5,192
235,12/10/2012,C,337,12,202
236,12/11/2012,A,333,29,204
237,12/12/2012,B,337,7,158
238,12/13/2012,A,361,23,185
239,12/14/2012,A,369,21,223
240,12/17/2012,A,314,14,228
241,12/18/2012,A,315,22,178
242,12/19/2012,C,322,1,168
243,12/20/2012,A,329,26,200
244,12/21/2012,C,305,27,206
245,12/24/2012,B,338,5,232
246,12/26/2012,C,331,24,202
247,12/27/2012,B,353,28,200
248,12/28/2012,B,350,10,203
249,12/31/2012,A,320,23,203
250,1/2/2013,C,339,13,244
251,1/3/2013,B,342,15,187
252,1/4/2013,A,338,8,231
253,1/7/2013,C,365,29,201
254,1/8/2013,A,301,30,226
255,1/9/2013,B,312,24,175
256,1/10/2013,A,304,22,210
257,1/11/2013,C,319,20,177
258,1/14/2013,B,327,7,221
259,1/15/2013,A,325,4,175
260,1/16/2013,B,368,5,173
261,1/17/2013,A,301,11,150
262,1/18/2013,B,331,2,227
263,1/22/2013,C,306,27,158
264,1/23/2013,B,305,13,186
265,1/24/2013,B,357,29,219
266,1/25/2013,C,347,6,186
267,1/28/2013,A,378,0,188
268,1/29/2013,B,324,16,196
269,1/30/2013,B,320,29,187
270,1/31/2013,C,362,28,173
271,2/1/2013,A,373,20,164
272,2/4/2013,C,316,28,230
273,2/5/2013,C,365,1,237
274,2/6/2013,C,343,6,170
275,2/7/2013,B,340,16,169
276,2/8/2013,C,326,23,229
277,2/11/2013,C,367,4,155
278,2/12/2013,B,322,4,170
279,2/13/2013,C,300,27,234
280,2/14/2013,B,324,9,200
281,2/15/2013,B,378,11,235
282,2/19/2013,C,313,4,212
283,2/20/2013,B,326,7,205
284,2/21/2013,A,334,27,194
285,2/22/2013,A,323,23,186
286,2/25/2013,B,323,15,206
287,2/26/2013,A,311,27,192
288,2/27/2013,B,333,3,208
289,2/28/2013,A,334,30,239
290,3/1/2013,B,379,1,206
291,3/4/2013,A,327,3,206
292,3/5/2013,B,345,30,204
293,3/6/2013,B,357,18,182
294,3/7/2013,B,339,3,167
295,3/8/2013,B,369,24,197
296,3/11/2013,A,355,13,196
297,3/12/2013,B,374,12,215
298,3/13/2013,B,363,16,235
299,3/14/2013,C,372,17,245
300,3/15/2013,B,345,30,181
301,3/18/2013,B,344,13,189
302,3/19/2013,B,314,0,180
303,3/20/2013,C,377,29,182
304,3/21/2013,B,322,7,181
305,3/22/2013,A,342,6,212
306,3/25/2013,C,358,11,160
307,3/26/2013,C,338,28,234
308,3/27/2013,A,352,27,208
309,3/28/2013,B,317,5,209
310,4/1/2013,A,336,26,156
311,4/2/2013,B,322,9,238
312,4/3/2013,A,359,16,244
313,4/4/2013,B,378,23,159
314,4/5/2013,A,317,9,167
315,4/8/2013,C,324,2,248
316,4/9/2013,B,368,11,181
317,4/10/2013,B,369,6,220
318,4/11/2013,B,343,12,169
319,4/12/2013,C,358,20,155
320,4/15/2013,A,315,10,206
321,4/16/2013,B,322,18,154
322,4/17/2013,C,316,28,157
323,4/18/2013,B,378,10,162
324,4/19/2013,A,318,15,228
325,4/22/2013,B,375,0,180
326,4/23/2013,B,322,20,166
327,4/24/2013,A,331,2,209
328,4/25/2013,B,352,15,168
329,4/26/2013,C,359,3,194
330,4/29/2013,B,367,18,238
331,4/30/2013,A,379,27,185
332,5/1/2013,B,308,29,200
333,5/2/2013,A,346,21,202
334,5/3/2013,A,302,26,197
335,5/6/2013,A,344,7,215
336,5/7/2013,A,367,0,161
337,5/8/2013,B,323,17,217
338,5/9/2013,B,322,10,225
339,5/10/2013,C,304,30,240
340,5/13/2013,A,375,11,233
341,5/14/2013,A,339,7,158
342,5/15/2013,C,348,16,222
343,5/16/2013,B,300,26,176
344,5/17/2013,A,339,30,169
345,5/20/2013,C,329,14,240
346,5/21/2013,A,333,13,250
347,5/22/2013,B,336,5,212
348,5/23/2013,A,313,29,169
349,5/24/2013,A,325,21,218
350,5/28/2013,C,323,21,202
351,5/29/2013,C,313,15,242
352,5/30/2013,A,331,17,245
353,5/31/2013,B,365,2,209
354,6/3/2013,A,335,19,237
355,6/4/2013,A,359,11,164
356,6/5/2013,B,359,6,197
357,6/6/2013,B,363,14,220
358,6/7/2013,C,334,4,224
359,6/10/2013,A,318,15,187
360,6/11/2013,C,355,26,179
361,6/12/2013,C,304,24,240
362,6/13/2013,A,365,24,214
363,6/14/2013,B,321,25,172
364,6/17/2013,A,303,6,205
365,6/18/2013,A,346,27,248
366,6/19/2013,C,357,17,186
367,6/20/2013,B,374,21,185
368,6/21/2013,B,361,1,158
369,6/24/2013,A,368,11,199
370,6/25/2013,B,363,1,161
371,6/26/2013,B,356,26,175
372,6/27/2013,C,346,9,220
373,6/28/2013,C,362,16,160
374,7/1/2013,C,315,3,213
375,7/2/2013,C,379,16,211
376,7/3/2013,A,359,25,201
377,7/5/2013,C,317,3,209
378,7/8/2013,C,339,22,226
379,7/9/2013,C,321,24,204
380,7/10/2013,A,343,29,224
381,7/11/2013,B,337,12,235
382,7/12/2013,B,340,2,192
383,7/15/2013,B,328,1,165
384,7/16/2013,B,368,28,206
385,7/17/2013,A,335,12,156
386,7/18/2013,C,356,30,242
387,7/19/2013,A,307,28,158
388,7/22/2013,C,348,1,201
389,7/23/2013,A,366,2,179
390,7/24/2013,C,337,5,183
391,7/25/2013,A,361,26,161
392,7/26/2013,B,315,30,163
393,7/29/2013,B,300,24,235
394,7/30/2013,B,355,18,220
395,7/31/2013,C,364,17,174
396,8/1/2013,C,310,15,224
397,8/2/2013,B,361,16,246
398,8/5/2013,B,357,1,173
399,8/6/2013,C,316,28,161
400,8/7/2013,C,360,22,188
401,8/8/2013,A,307,7,173
402,8/9/2013,B,319,23,233
403,8/12/2013,C,343,26,233
404,8/13/2013,C,304,28,201
405,8/14/2013,A,344,27,198
406,8/15/2013,A,331,4,183
407,8/16/2013,C,354,28,180
408,8/19/2013,B,340,18,164
409,8/20/2013,A,351,25,240
410,8/21/2013,C,316,18,232
411,8/22/2013,B,325,25,176
412,8/23/2013,B,375,15,229
413,8/26/2013,B,334,10,173
414,8/27/2013,A,370,24,233
415,8/28/2013,C,373,21,184
416,8/29/2013,C,377,29,224
417,8/30/2013,B,352,11,213
418,9/3/2013,A,344,13,218
419,9/4/2013,C,325,22,183
420,9/5/2013,B,342,27,229
421,9/6/2013,B,304,26,160
422,9/9/2013,A,302,14,224
423,9/10/2013,C,367,28,175
424,9/11/2013,A,343,25,198
425,9/12/2013,B,309,17,154
426,9/13/2013,C,324,23,241
427,9/16/2013,C,323,30,237
428,9/17/2013,B,315,30,220
429,9/18/2013,B,361,1,237
430,9/19/2013,B,320,8,220
431,9/20/2013,A,326,19,164
432,9/23/2013,C,324,2,162
433,9/24/2013,B,365,0,249
434,9/25/2013,A,310,26,157
435,9/26/2013,B,302,10,177
436,9/27/2013,C,317,15,178
437,9/30/2013,C,309,12,168
438,10/1/2013,B,345,26,182
439,10/2/2013,C,308,22,249
440,10/3/2013,C,307,9,201
441,10/4/2013,A,325,27,180
442,10/7/2013,A,377,18,241
443,10/8/2013,C,377,22,199
444,10/9/2013,A,333,16,222
445,10/10/2013,A,312,13,207
446,10/11/2013,A,378,13,150
447,10/14/2013,B,355,2,237
448,10/15/2013,C,318,13,178
449,10/16/2013,C,357,20,208
450,10/17/2013,C,335,25,194
451,10/18/2013,C,316,16,213
452,10/21/2013,B,362,29,204
453,10/22/2013,C,310,3,215
454,10/23/2013,C,356,28,241
455,10/24/2013,A,368,24,160
456,10/25/2013,B,341,24,176
457,10/28/2013,C,320,23,218
458,10/29/2013,B,335,9,208
459,10/30/2013,A,364,23,225
460,10/31/2013,C,315,29,215
461,11/1/2013,A,358,16,180
462,11/4/2013,B,378,7,236
463,11/5/2013,A,344,20,217
464,11/6/2013,B,336,28,205
465,11/7/2013,C,313,14,164
466,11/8/2013,C,323,5,247
467,11/11/2013,A,350,15,177
468,11/12/2013,B,344,30,234
469,11/13/2013,B,319,7,245
470,11/14/2013,C,350,29,241
471,11/15/2013,A,309,18,204
472,11/18/2013,B,324,24,221
473,11/19/2013,A,341,27,150
474,11/20/2013,B,346,1,234
475,11/21/2013,C,348,18,187
476,11/22/2013,B,307,12,152
477,11/25/2013,A,372,22,241
478,11/26/2013,A,322,12,156
479,11/27/2013,A,374,17,157
480,11/29/2013,B,359,15,162
481,12/2/2013,A,339,19,226
482,12/3/2013,B,368,21,244
483,12/4/2013,B,335,27,240
484,12/5/2013,C,311,13,150
485,12/6/2013,C,336,7,172
486,12/9/2013,C,362,11,162
487,12/10/2013,B,364,4,210
488,12/11/2013,B,316,4,208
489,12/12/2013,A,315,10,210
490,12/13/2013,C,377,4,242
491,12/16/2013,A,325,5,226
492,12/17/2013,A,345,9,199
493,12/18/2013,C,352,15,218
494,12/19/2013,B,346,15,218
495,12/20/2013,A,363,7,171
496,12/23/2013,A,367,21,173
497,12/24/2013,C,361,28,233
498,12/26/2013,C,306,26,167
499,12/27/2013,B,363,11,214
500,12/30/2013,B,315,12,195
501,12/31/2013,C,318,23,185
502,1/2/2014,A,331,15,150
503,1/3/2014,B,335,14,218
504,1/6/2014,B,365,19,174
505,1/7/2014,C,344,7,218
506,1/8/2014,A,300,9,181
507,1/9/2014,B,314,19,186
508,1/10/2014,B,356,6,204
509,1/13/2014,C,342,25,183
510,1/14/2014,B,331,11,186
511,1/15/2014,A,323,7,193
512,1/16/2014,C,358,10,234
513,1/17/2014,B,310,26,168
514,1/21/2014,A,356,14,186
515,1/22/2014,B,358,27,241
516,1/23/2014,C,361,4,198
517,1/24/2014,B,305,30,182
518,1/27/2014,A,320,25,200
519,1/28/2014,A,342,29,191
520,1/29/2014,B,340,24,189
521,1/30/2014,A,337,18,161
522,1/31/2014,B,307,3,185
523,2/3/2014,C,304,26,194
524,2/4/2014,A,379,1,237
525,2/5/2014,A,358,18,183
526,2/6/2014,C,318,19,204
527,2/7/2014,A,346,5,165
528,2/10/2014,B,376,16,167
529,2/11/2014,A,322,9,153
530,2/12/2014,A,313,27,192
531,2/13/2014,A,363,2,183
532,2/14/2014,C,319,30,192
533,2/18/2014,C,375,8,218
534,2/19/2014,B,304,3,166
535,2/20/2014,C,300,16,163
536,2/21/2014,A,327,13,189
537,2/24/2014,C,334,21,250
538,2/25/2014,A,350,24,242
539,2/26/2014,B,380,5,225
540,2/27/2014,B,362,7,237
541,2/28/2014,A,345,30,153
542,3/3/2014,C,372,14,220
543,3/4/2014,A,303,20,227
544,3/5/2014,C,322,18,176
545,3/6/2014,B,326,30,159
546,3/7/2014,C,362,25,166
547,3/10/2014,B,329,4,174
548,3/11/2014,B,334,16,213
549,3/12/2014,B,356,15,182
550,3/13/2014,B,370,25,189
551,3/14/2014,C,330,6,200
552,3/17/2014,C,373,22,195
553,3/18/2014,A,338,9,235
554,3/19/2014,B,314,18,224
555,3/20/2014,C,340,19,160
556,3/21/2014,C,374,8,245
557,3/24/2014,A,357,0,238
558,3/25/2014,C,307,23,174
559,3/26/2014,B,315,8,222
560,3/27/2014,B,309,5,177
561,3/28/2014,A,345,12,212
562,3/31/2014,B,333,12,228
563,4/1/2014,A,352,30,228
564,4/2/2014,C,340,27,169
565,4/3/2014,C,369,7,211
566,4/4/2014,C,335,4,236
567,4/7/2014,B,341,13,218
568,4/8/2014,C,301,5,244
569,4/9/2014,A,361,1,238
570,4/10/2014,B,335,15,231
571,4/11/2014,C,380,14,189
572,4/14/2014,B,332,15,163
573,4/15/2014,B,324,26,244
574,4/16/2014,B,344,1,243
575,4/17/2014,B,378,6,187
576,4/21/2014,B,303,10,214
577,4/22/2014,B,349,27,238
578,4/23/2014,B,366,15,203
579,4/24/2014,A,363,18,202
580,4/25/2014,A,324,24,187
581,4/28/2014,B,311,0,226
582,4/29/2014,A,322,12,215
583,4/30/2014,B,328,16,170
584,5/1/2014,A,367,7,236
585,5/2/2014,B,352,27,194
586,5/5/2014,A,344,16,208
587,5/6/2014,A,315,5,176
588,5/7/2014,C,378,3,151
589,5/8/2014,B,379,29,190
590,5/9/2014,A,373,16,247
591,5/12/2014,A,376,17,201
592,5/13/2014,B,316,3,228
593,5/14/2014,A,354,23,249
594,5/15/2014,A,350,4,218
595,5/16/2014,B,338,19,163
596,5/19/2014,B,334,22,239
597,5/20/2014,A,333,29,202
598,5/21/2014,B,319,30,220
599,5/22/2014,C,326,25,227
600,5/23/2014,C,350,27,151
601,5/27/2014,C,322,24,250
602,5/28/2014,C,367,0,180
603,5/29/2014,C,313,8,185
604,5/30/2014,A,369,10,194
605,6/2/2014,B,336,15,231
606,6/3/2014,A,336,30,234
607,6/4/2014,B,320,29,239
608,6/5/2014,A,315,15,181
609,6/6/2014,A,349,8,192
610,6/9/2014,C,306,19,221
611,6/10/2014,B,377,16,161
612,6/11/2014,B,333,29,194
613,6/12/2014,A,365,19,229
614,6/13/2014,A,330,5,228
615,6/16/2014,B,354,22,176
616,6/17/2014,A,368,1,218
617,6/18/2014,B,351,28,188
618,6/19/2014,C,350,28,155
619,6/20/2014,C,380,4,203
620,6/23/2014,B,316,4,174
621,6/24/2014,A,375,17,246
622,6/25/2014,A,365,21,151
623,6/26/2014,B,359,2,192
624,6/27/2014,A,300,15,205
625,6/30/2014,C,351,30,176
626,7/1/2014,A,371,20,210
627,7/2/2014,A,370,30,186
628,7/3/2014,B,328,5,197
629,7/7/2014,B,313,6,177
630,7/8/2014,C,355,25,234
631,7/9/2014,A,318,15,217
632,7/10/2014,B,375,12,200
633,7/11/2014,B,350,21,195
634,7/14/2014,A,304,27,172
635,7/15/2014,B,316,20,181
636,7/16/2014,C,306,16,155
637,7/17/2014,A,345,5,179
638,7/18/2014,C,308,26,164
639,7/21/2014,B,354,22,165
640,7/22/2014,C,338,22,204
641,7/23/2014,C,326,30,225
642,7/24/2014,A,316,6,157
643,7/25/2014,A,374,6,168
644,7/28/2014,C,344,12,191
645,7/29/2014,A,377,30,221
646,7/30/2014,C,306,9,235
647,7/31/2014,A,308,30,176
648,8/1/2014,B,358,7,194
649,8/4/2014,C,324,27,229
650,8/5/2014,B,363,4,207
651,8/6/2014,A,365,15,223
652,8/7/2014,C,327,0,244
653,8/8/2014,B,368,26,214
654,8/11/2014,B,334,7,196
655,8/12/2014,A,335,6,188
656,8/13/2014,A,311,14,186
657,8/14/2014,A,349,11,239
658,8/15/2014,B,303,14,171
659,8/18/2014,B,311,10,235
660,8/19/2014,B,371,14,227
661,8/20/2014,A,366,25,155
662,8/21/2014,A,343,12,192
663,8/22/2014,B,345,25,173
664,8/25/2014,B,347,2,169
665,8/26/2014,C,317,22,232
666,8/27/2014,A,330,12,154
667,8/28/2014,A,304,30,177
668,8/29/2014,B,355,12,150
669,9/2/2014,A,369,25,238
670,9/3/2014,A,350,19,175
671,9/4/2014,A,362,0,234
672,9/5/2014,A,361,17,240
673,9/8/2014,A,335,12,187
674,9/9/2014,B,358,26,150
675,9/10/2014,C,372,26,214
676,9/11/2014,C,311,16,249
677,9/12/2014,A,326,7,223
678,9/15/2014,A,367,25,240
679,9/16/2014,A,327,26,176
680,9/17/2014,A,380,13,214
681,9/18/2014,B,361,27,227
682,9/19/2014,A,340,13,215
683,9/22/2014,B,318,28,212
684,9/23/2014,C,364,26,182
685,9/24/2014,B,351,10,170
686,9/25/2014,B,301,25,240
687,9/26/2014,C,317,1,247
688,9/29/2014,A,343,22,249
689,9/30/2014,B,376,25,159
690,10/1/2014,B,319,12,151
691,10/2/2014,C,369,13,238
692,10/3/2014,B,313,10,248
693,10/6/2014,B,379,23,182
694,10/7/2014,C,303,19,238
695,10/8/2014,B,360,18,167
696,10/9/2014,C,373,25,163
697,10/10/2014,B,345,13,208
698,10/13/2014,B,327,28,172
699,10/14/2014,B,338,28,171
700,10/15/2014,B,315,25,228
701,10/16/2014,B,369,23,181
702,10/17/2014,A,321,2,194
703,10/20/2014,C,325,0,190
704,10/21/2014,A,318,15,218
705,10/22/2014,A,375,30,248
706,10/23/2014,B,365,10,218
707,10/24/2014,C,342,14,189
708,10/27/2014,A,314,0,191
709,10/28/2014,C,369,17,212
710,10/29/2014,A,335,11,156
711,10/30/2014,B,373,20,216
712,10/31/2014,C,333,24,155
713,11/3/2014,A,334,4,227
714,11/4/2014,A,374,19,229
715,11/5/2014,C,325,11,237
716,11/6/2014,A,300,7,190
717,11/7/2014,A,321,27,244
718,11/10/2014,A,307,24,160
719,11/11/2014,B,336,25,232
720,11/12/2014,C,369,16,168
721,11/13/2014,A,375,27,192
722,11/14/2014,C,354,4,186
723,11/17/2014,C,356,21,151
724,11/18/2014,C,346,2,163
725,11/19/2014,C,315,14,192
726,11/20/2014,B,378,12,243
727,11/21/2014,B,306,11,174
728,11/24/2014,C,319,5,223
729,11/25/2014,A,332,22,169
730,11/26/2014,A,357,23,223
731,11/28/2014,B,302,23,220
732,12/1/2014,B,336,16,228
733,12/2/2014,C,374,19,206
734,12/3/2014,A,345,23,219
735,12/4/2014,B,372,27,177
736,12/5/2014,C,368,4,206
737,12/8/2014,B,314,12,192
738,12/9/2014,A,363,13,179
739,12/10/2014,A,326,0,245
740,12/11/2014,A,331,29,170
741,12/12/2014,B,320,15,179
742,12/15/2014,C,343,0,210
743,12/16/2014,C,309,5,204
744,12/17/2014,A,343,27,210
745,12/18/2014,B,325,25,233
746,12/19/2014,A,376,0,228
747,12/22/2014,A,307,22,173
748,12/23/2014,C,317,17,186
749,12/24/2014,A,325,0,203
750,12/26/2014,C,320,10,175
751,12/29/2014,C,322,27,204
752,12/30/2014,B,376,28,161
753,12/31/2014,C,367,13,206
754,1/2/2015,C,374,15,216
755,1/5/2015,A,324,2,153
756,1/6/2015,A,339,18,171
757,1/7/2015,A,300,18,245
758,1/8/2015,A,337,24,215
759,1/9/2015,B,339,16,160
760,1/12/2015,C,362,26,206
761,1/13/2015,A,336,24,155
762,1/14/2015,A,344,20,220
763,1/15/2015,A,368,29,196
764,1/16/2015,C,318,6,214
765,1/20/2015,B,352,26,165
766,1/21/2015,A,311,22,163
767,1/22/2015,C,360,21,196
768,1/23/2015,A,357,5,191
769,1/26/2015,C,379,0,217
770,1/27/2015,A,308,11,244
771,1/28/2015,B,327,12,171
772,1/29/2015,B,326,26,192
773,1/30/2015,C,376,15,247
774,2/2/2015,B,351,30,184
775,2/3/2015,A,330,24,211
776,2/4/2015,B,303,26,194
777,2/5/2015,B,307,4,158
778,2/6/2015,C,362,29,221
779,2/9/2015,A,307,22,192
780,2/10/2015,C,330,8,171
781,2/11/2015,C,365,0,167
782,2/12/2015,A,310,5,221
783,2/13/2015,B,325,8,220
784,2/17/2015,A,338,14,184
785,2/18/2015,C,349,27,194
786,2/19/2015,A,377,5,224
787,2/20/2015,B,313,12,155
788,2/23/2015,A,313,5,243
789,2/24/2015,B,354,21,202
790,2/25/2015,C,363,20,219
791,2/26/2015,C,379,13,208
792,2/27/2015,B,368,9,183
793,3/2/2015,B,380,13,238
794,3/3/2015,A,359,7,204
795,3/4/2015,C,319,12,162
796,3/5/2015,C,345,14,165
797,3/6/2015,A,361,8,244
798,3/9/2015,B,378,7,247
799,3/10/2015,C,351,26,209
800,3/11/2015,B,344,18,155
801,3/12/2015,B,379,16,214
802,3/13/2015,B,373,13,222
803,3/16/2015,C,362,4,249
804,3/17/2015,C,308,23,205
805,3/18/2015,B,374,30,222
806,3/19/2015,C,343,24,197
807,3/20/2015,C,312,25,163
808,3/23/2015,A,380,7,235
809,3/24/2015,C,321,14,163
810,3/25/2015,B,360,22,165
811,3/26/2015,C,332,22,241
812,3/27/2015,C,325,21,162
813,3/30/2015,C,334,16,192
814,3/31/2015,B,318,6,228
815,4/1/2015,C,301,23,187
816,4/2/2015,C,307,12,211
817,4/6/2015,A,327,19,205
818,4/7/2015,B,331,27,198
819,4/8/2015,A,310,0,212
820,4/9/2015,B,342,29,214
