,Date,inventory_id,price,discount,quantity
151,8/8/2012,A,376,26,185
152,8/9/2012,C,378,2,213
153,8/10/2012,A,317,14,250
154,8/13/2012,A,304,28,150
155,8/14/2012,B,337,9,211
156,8/15/2012,A,313,24,196
157,8/16/2012,A,347,12,166
158,8/17/2012,C,352,19,170
159,8/20/2012,C,380,18,249
160,8/21/2012,A,332,17,170
161,8/22/2012,B,334,20,150
162,8/23/2012,B,373,11,155
163,8/24/2012,B,316,7,230
164,8/27/2012,A,354,23,161
165,8/28/2012,B,345,20,221
166,8/29/2012,C,378,21,197
167,8/30/2012,A,377,28,207
168,8/31/2012,C,303,11,199
169,9/4/2012,C,318,15,201
170,9/5/2012,A,363,5,243
171,9/6/2012,A,343,22,176
172,9/7/2012,B,325,29,235
173,9/10/2012,B,332,9,173
174,9/11/2012,B,300,26,200
175,9/12/2012,A,361,13,200
176,9/13/2012,A,322,12,240
177,9/14/2012,A,372,26,227
178,9/17/2012,A,355,25,206
179,9/18/2012,C,304,14,180
180,9/19/2012,B,356,19,229
181,9/20/2012,B,330,19,157
182,9/21/2012,A,332,5,166
183,9/24/2012,C,301,10,154
184,9/25/2012,A,305,4,163
185,9/26/2012,C,372,14,180
186,9/27/2012,A,365,2,228
187,9/28/2012,B,329,8,211
188,10/1/2012,A,316,18,249
189,10/2/2012,C,344,23,190
190,10/3/2012,B,345,27,182
191,10/4/2012,C,308,16,192
192,10/5/2012,A,336,14,174
193,10/8/2012,B,318,7,176
194,10/9/2012,A,334,9,220
195,10/10/2012,C,379,5,157
196,10/11/2012,C,313,9,239
197,10/12/2012,B,345,17,248
198,10/15/2012,A,361,25,235
199,10/16/2012,C,368,17,156
200,10/17/2012,A,342,23,179
201,10/18/2012,C,360,2,198
202,10/19/2012,C,376,15,200
203,10/22/2012,C,376,22,181
204,10/23/2012,B,374,5,232
205,10/24/2012,B,304,14,157
206,10/25/2012,C,325,0,229
207,10/26/2012,B,379,29,200
208,10/31/2012,B,327,29,242
209,11/1/2012,C,326,2,162
210,11/2/2012,B,321,25,198
211,11/5/2012,B,318,15,180
212,11/6/2012,B,355,15,247
213,11/7/2012,B,317,6,198
214,11/8/2012,A,379,29,195
215,11/9/2012,B,314,1,178
216,11/12/2012,B,364,5,211
217,11/13/2012,A,353,21,209
218,11/14/2012,A,342,7,159
219,11/15/2012,B,336,13,218
220,11/16/2012,C,359,5,236
221,11/19/2012,C,339,2,214
222,11/20/2012,B,369,8,231
223,11/21/2012,C,367,15,198
224,11/23/2012,B,359,0,218
225,11/26/2012,A,326,4,159
226,11/27/2012,A,352,24,234
227,11/28/2012,A,360,27,236
228,11/29/2012,A,369,9,193
229,11/30/2012,C,314,26,197
230,12/3/2012,C,306,29,195
231,12/4/2012,A,345,11,201
232,12/5/2012,B,355,10,249
233,12/6/2012,B,343,30,187
234,12/7/2012,B,311,8,183
235,12/10/2012,C,346,7,231
236,12/11/2012,A,342,25,182
237,12/12/2012,B,347,29,238
238,12/13/2012,A,349,29,235
239,12/14/2012,A,310,28,163
240,12/17/2012,A,359,14,178
241,12/18/2012,A,356,16,170
242,12/19/2012,C,380,18,176
243,12/20/2012,A,377,5,224
244,12/21/2012,C,337,1,191
245,12/24/2012,B,356,14,164
246,12/26/2012,C,353,25,191
247,12/27/2012,B,314,1,200
248,12/28/2012,B,305,3,180
249,12/31/2012,A,361,2,223
250,1/2/2013,C,318,7,180
251,1/3/2013,B,314,22,157
252,1/4/2013,A,371,7,177
253,1/7/2013,C,302,19,228
254,1/8/2013,A,341,29,237
255,1/9/2013,B,320,8,225
256,1/10/2013,A,320,12,169
257,1/11/2013,C,301,26,176
258,1/14/2013,B,364,4,219
259,1/15/2013,A,376,18,211
260,1/16/2013,B,319,12,170
261,1/17/2013,A,371,16,231
262,1/18/2013,B,312,6,179
263,1/22/2013,C,324,25,152
264,1/23/2013,B,375,29,197
265,1/24/2013,B,321,20,179
266,1/25/2013,C,369,0,154
267,1/28/2013,A,332,30,229
268,1/29/2013,B,316,1,156
269,1/30/2013,B,350,2,209
270,1/31/2013,C,332,4,194
271,2/1/2013,A,353,2,183
272,2/4/2013,C,352,25,206
273,2/5/2013,C,333,15,234
274,2/6/2013,C,376,15,169
275,2/7/2013,B,321,24,198
276,2/8/2013,C,306,15,246
277,2/11/2013,C,329,29,243
278,2/12/2013,B,334,22,241
279,2/13/2013,C,325,18,223
280,2/14/2013,B,306,25,153
281,2/15/2013,B,339,30,225
282,2/19/2013,C,376,1,226
283,2/20/2013,B,348,20,196
284,2/21/2013,A,337,17,225
285,2/22/2013,A,325,23,202
286,2/25/2013,B,307,6,204
287,2/26/2013,A,334,5,154
288,2/27/2013,B,317,11,208
289,2/28/2013,A,338,18,180
290,3/1/2013,B,364,25,185
291,3/4/2013,A,324,26,227
292,3/5/2013,B,336,17,170
293,3/6/2013,B,377,15,220
294,3/7/2013,B,361,26,160
295,3/8/2013,B,362,20,219
296,3/11/2013,A,363,7,250
297,3/12/2013,B,324,17,162
298,3/13/2013,B,344,19,237
299,3/14/2013,C,342,8,238
300,3/15/2013,B,325,20,223
301,3/18/2013,B,341,28,204
302,3/19/2013,B,340,9,169
303,3/20/2013,C,362,30,240
304,3/21/2013,B,375,19,234
305,3/22/2013,A,352,0,173
306,3/25/2013,C,334,14,170
307,3/26/2013,C,323,2,152
308,3/27/2013,A,306,24,171
309,3/28/2013,B,368,15,153
310,4/1/2013,A,360,22,196
311,4/2/2013,B,317,0,220
312,4/3/2013,A,373,25,215
313,4/4/2013,B,354,2,197
314,4/5/2013,A,372,23,240
315,4/8/2013,C,311,4,239
316,4/9/2013,B,336,16,178
317,4/10/2013,B,346,30,210
318,4/11/2013,B,377,2,208
319,4/12/2013,C,347,11,204
320,4/15/2013,A,360,18,159
321,4/16/2013,B,367,3,170
322,4/17/2013,C,326,12,220
323,4/18/2013,B,302,13,202
324,4/19/2013,A,304,28,242
325,4/22/2013,B,355,1,155
326,4/23/2013,B,366,17,224
327,4/24/2013,A,338,5,198
328,4/25/2013,B,380,4,227
329,4/26/2013,C,358,1,152
330,4/29/2013,B,374,29,172
331,4/30/2013,A,329,25,194
332,5/1/2013,B,357,17,168
333,5/2/2013,A,310,29,209
334,5/3/2013,A,311,6,225
335,5/6/2013,A,329,1,192
336,5/7/2013,A,366,13,214
337,5/8/2013,B,310,1,206
338,5/9/2013,B,339,13,208
339,5/10/2013,C,334,30,196
340,5/13/2013,A,334,29,214
341,5/14/2013,A,305,26,206
342,5/15/2013,C,347,12,153
343,5/16/2013,B,325,29,232
344,5/17/2013,A,315,25,189
345,5/20/2013,C,303,22,218
346,5/21/2013,A,312,29,208
347,5/22/2013,B,327,17,192
348,5/23/2013,A,312,28,209
349,5/24/2013,A,326,30,217
350,5/28/2013,C,377,18,184
351,5/29/2013,C,352,24,224
352,5/30/2013,A,313,13,227
353,5/31/2013,B,379,2,203
354,6/3/2013,A,330,15,246
355,6/4/2013,A,371,14,188
356,6/5/2013,B,376,11,225
357,6/6/2013,B,356,2,215
358,6/7/2013,C,373,24,223
359,6/10/2013,A,342,23,158
360,6/11/2013,C,333,16,201
361,6/12/2013,C,341,5,196
362,6/13/2013,A,302,21,212
363,6/14/2013,B,313,15,212
364,6/17/2013,A,312,29,232
365,6/18/2013,A,340,15,185
366,6/19/2013,C,362,8,249
367,6/20/2013,B,363,22,168
368,6/21/2013,B,347,12,189
369,6/24/2013,A,352,17,210
370,6/25/2013,B,302,6,216
371,6/26/2013,B,377,20,199
372,6/27/2013,C,377,18,250
373,6/28/2013,C,337,13,199
374,7/1/2013,C,345,14,196
375,7/2/2013,C,306,28,172
376,7/3/2013,A,359,11,181
377,7/5/2013,C,330,5,210
378,7/8/2013,C,318,20,173
379,7/9/2013,C,329,1,228
380,7/10/2013,A,320,11,206
381,7/11/2013,B,339,2,228
382,7/12/2013,B,339,13,244
383,7/15/2013,B,340,21,162
384,7/16/2013,B,312,13,217
385,7/17/2013,A,310,27,158
386,7/18/2013,C,333,27,218
387,7/19/2013,A,377,24,244
388,7/22/2013,C,323,2,201
389,7/23/2013,A,346,26,171
390,7/24/2013,C,363,2,159
391,7/25/2013,A,350,14,158
392,7/26/2013,B,366,8,211
393,7/29/2013,B,369,8,238
394,7/30/2013,B,380,17,167
395,7/31/2013,C,310,29,154
396,8/1/2013,C,372,17,226
397,8/2/2013,B,339,19,166
398,8/5/2013,B,324,3,249
399,8/6/2013,C,301,0,168
400,8/7/2013,C,365,19,170
401,8/8/2013,A,372,18,157
402,8/9/2013,B,376,6,234
403,8/12/2013,C,347,6,154
404,8/13/2013,C,307,11,177
405,8/14/2013,A,340,20,165
406,8/15/2013,A,318,24,227
407,8/16/2013,C,365,26,186
408,8/19/2013,B,304,11,184
409,8/20/2013,A,318,24,249
410,8/21/2013,C,338,27,248
411,8/22/2013,B,356,25,169
412,8/23/2013,B,350,8,208
413,8/26/2013,B,302,18,226
414,8/27/2013,A,315,20,244
415,8/28/2013,C,373,2,244
416,8/29/2013,C,350,21,168
417,8/30/2013,B,312,2,199
418,9/3/2013,A,338,21,195
419,9/4/2013,C,342,5,228
420,9/5/2013,B,373,1,161
421,9/6/2013,B,302,2,219
422,9/9/2013,A,380,19,176
423,9/10/2013,C,337,17,183
424,9/11/2013,A,300,14,225
425,9/12/2013,B,325,25,177
426,9/13/2013,C,380,22,243
427,9/16/2013,C,379,15,230
428,9/17/2013,B,367,26,173
429,9/18/2013,B,331,11,210
430,9/19/2013,B,366,13,179
431,9/20/2013,A,343,9,186
432,9/23/2013,C,326,18,180
433,9/24/2013,B,340,28,176
434,9/25/2013,A,343,28,225
435,9/26/2013,B,320,6,157
436,9/27/2013,C,363,12,179
437,9/30/2013,C,332,13,181
438,10/1/2013,B,371,2,224
439,10/2/2013,C,349,2,222
440,10/3/2013,C,327,15,166
441,10/4/2013,A,366,1,243
442,10/7/2013,A,364,18,179
443,10/8/2013,C,356,14,238
444,10/9/2013,A,316,19,152
445,10/10/2013,A,327,11,164
446,10/11/2013,A,332,28,218
447,10/14/2013,B,362,6,227
448,10/15/2013,C,357,14,226
449,10/16/2013,C,306,4,158
450,10/17/2013,C,305,2,209
451,10/18/2013,C,375,12,248
452,10/21/2013,B,337,21,229
453,10/22/2013,C,352,17,191
454,10/23/2013,C,308,17,212
455,10/24/2013,A,346,23,232
456,10/25/2013,B,329,0,247
457,10/28/2013,C,319,18,150
458,10/29/2013,B,305,28,236
459,10/30/2013,A,327,16,155
460,10/31/2013,C,355,3,193
461,11/1/2013,A,371,20,170
462,11/4/2013,B,317,26,235
463,11/5/2013,A,316,30,235
464,11/6/2013,B,313,0,158
465,11/7/2013,C,373,12,173
466,11/8/2013,C,375,15,160
467,11/11/2013,A,353,29,206
468,11/12/2013,B,359,18,208
469,11/13/2013,B,311,21,169
470,11/14/2013,C,333,14,193
471,11/15/2013,A,324,13,218
472,11/18/2013,B,368,19,154
473,11/19/2013,A,327,21,153
474,11/20/2013,B,340,4,161
475,11/21/2013,C,342,0,243
476,11/22/2013,B,329,6,217
477,11/25/2013,A,341,21,236
478,11/26/2013,A,303,5,159
479,11/27/2013,A,351,20,191
480,11/29/2013,B,370,7,200
481,12/2/2013,A,370,5,162
482,12/3/2013,B,373,17,216
483,12/4/2013,B,351,30,172
484,12/5/2013,C,306,26,232
485,12/6/2013,C,335,28,150
486,12/9/2013,C,316,10,164
487,12/10/2013,B,378,9,164
488,12/11/2013,B,329,22,174
489,12/12/2013,A,327,27,197
490,12/13/2013,C,343,5,175
491,12/16/2013,A,373,28,159
492,12/17/2013,A,364,29,238
493,12/18/2013,C,303,14,227
494,12/19/2013,B,352,29,240
495,12/20/2013,A,331,22,204
496,12/23/2013,A,340,16,232
497,12/24/2013,C,327,8,205
498,12/26/2013,C,346,11,158
499,12/27/2013,B,356,11,230
500,12/30/2013,B,320,7,234
501,12/31/2013,C,368,11,161
502,1/2/2014,A,334,0,155
503,1/3/2014,B,320,29,222
504,1/6/2014,B,374,9,224
505,1/7/2014,C,333,11,161
506,1/8/2014,A,303,3,183
507,1/9/2014,B,301,14,188
508,1/10/2014,B,364,29,207
509,1/13/2014,C,332,5,152
510,1/14/2014,B,330,18,240
511,1/15/2014,A,327,19,237
512,1/16/2014,C,362,25,151
513,1/17/2014,B,320,14,214
514,1/21/2014,A,337,15,208
515,1/22/2014,B,377,18,169
516,1/23/2014,C,304,10,237
517,1/24/2014,B,369,16,221
518,1/27/2014,A,320,2,173
519,1/28/2014,A,344,17,175
520,1/29/2014,B,310,19,192
521,1/30/2014,A,308,8,235
522,1/31/2014,B,363,29,178
523,2/3/2014,C,322,29,221
524,2/4/2014,A,351,11,185
525,2/5/2014,A,357,22,227
526,2/6/2014,C,365,17,163
527,2/7/2014,A,376,21,152
528,2/10/2014,B,374,15,228
529,2/11/2014,A,330,15,244
530,2/12/2014,A,326,24,199
531,2/13/2014,A,307,13,218
532,2/14/2014,C,331,4,163
533,2/18/2014,C,321,12,200
534,2/19/2014,B,376,26,218
535,2/20/2014,C,330,9,152
536,2/21/2014,A,360,0,218
537,2/24/2014,C,322,11,180
538,2/25/2014,A,310,15,180
539,2/26/2014,B,314,22,198
540,2/27/2014,B,363,22,242
541,2/28/2014,A,370,2,202
542,3/3/2014,C,352,2,166
543,3/4/2014,A,319,12,158
544,3/5/2014,C,304,12,249
545,3/6/2014,B,301,15,247
546,3/7/2014,C,356,26,234
547,3/10/2014,B,370,10,197
548,3/11/2014,B,368,18,237
549,3/12/2014,B,323,0,201
550,3/13/2014,B,339,19,236
551,3/14/2014,C,340,9,228
552,3/17/2014,C,367,21,226
553,3/18/2014,A,308,26,250
554,3/19/2014,B,337,29,191
555,3/20/2014,C,313,25,171
556,3/21/2014,C,362,0,163
557,3/24/2014,A,319,16,247
558,3/25/2014,C,355,0,173
559,3/26/2014,B,349,17,209
560,3/27/2014,B,351,0,224
561,3/28/2014,A,312,20,217
562,3/31/2014,B,372,10,173
563,4/1/2014,A,361,15,201
564,4/2/2014,C,326,10,225
565,4/3/2014,C,307,1,183
566,4/4/2014,C,351,13,167
567,4/7/2014,B,316,11,214
568,4/8/2014,C,347,21,176
569,4/9/2014,A,341,10,162
570,4/10/2014,B,362,11,226
571,4/11/2014,C,317,8,228
572,4/14/2014,B,323,24,199
573,4/15/2014,B,358,1,163
574,4/16/2014,B,332,19,228
575,4/17/2014,B,325,30,206
576,4/21/2014,B,354,2,210
577,4/22/2014,B,354,6,154
578,4/23/2014,B,366,29,250
579,4/24/2014,A,321,10,200
580,4/25/2014,A,319,19,205
581,4/28/2014,B,340,15,242
582,4/29/2014,A,308,20,208
583,4/30/2014,B,358,13,179
584,5/1/2014,A,367,14,207
585,5/2/2014,B,377,6,202
586,5/5/2014,A,300,12,186
587,5/6/2014,A,343,14,211
588,5/7/2014,C,309,13,250
589,5/8/2014,B,354,20,168
590,5/9/2014,A,309,30,250
591,5/12/2014,A,318,22,175
592,5/13/2014,B,375,1,163
593,5/14/2014,A,372,9,174
594,5/15/2014,A,371,20,175
595,5/16/2014,B,358,27,231
596,5/19/2014,B,304,30,216
597,5/20/2014,A,327,25,203
598,5/21/2014,B,336,29,249
599,5/22/2014,C,330,28,168
600,5/23/2014,C,367,28,240
601,5/27/2014,C,303,25,222
602,5/28/2014,C,379,9,226
603,5/29/2014,C,325,16,187
604,5/30/2014,A,358,17,207
605,6/2/2014,B,326,14,237
606,6/3/2014,A,308,23,194
607,6/4/2014,B,368,4,183
608,6/5/2014,A,331,25,201
609,6/6/2014,A,365,5,182
610,6/9/2014,C,315,10,215
611,6/10/2014,B,360,20,242
612,6/11/2014,B,358,3,207
613,6/12/2014,A,353,3,159
614,6/13/2014,A,317,27,232
615,6/16/2014,B,369,4,202
616,6/17/2014,A,380,5,164
617,6/18/2014,B,354,13,199
618,6/19/2014,C,357,14,199
619,6/20/2014,C,307,10,234
620,6/23/2014,B,328,6,179
621,6/24/2014,A,315,0,150
622,6/25/2014,A,352,4,155
623,6/26/2014,B,376,11,245
624,6/27/2014,A,368,20,178
625,6/30/2014,C,309,13,165
626,7/1/2014,A,354,20,217
627,7/2/2014,A,357,12,217
628,7/3/2014,B,345,29,188
629,7/7/2014,B,350,4,192
630,7/8/2014,C,374,14,222
631,7/9/2014,A,379,22,164
632,7/10/2014,B,367,23,199
633,7/11/2014,B,366,4,202
634,7/14/2014,A,318,7,181
635,7/15/2014,B,325,20,156
636,7/16/2014,C,346,27,160
637,7/17/2014,A,309,22,205
638,7/18/2014,C,331,28,185
639,7/21/2014,B,361,14,181
640,7/22/2014,C,364,12,228
641,7/23/2014,C,315,12,214
642,7/24/2014,A,339,26,181
643,7/25/2014,A,317,0,201
644,7/28/2014,C,309,29,153
645,7/29/2014,A,317,12,229
646,7/30/2014,C,314,19,235
647,7/31/2014,A,333,15,198
648,8/1/2014,B,314,22,231
649,8/4/2014,C,364,2,242
650,8/5/2014,B,311,29,217
651,8/6/2014,A,308,9,210
652,8/7/2014,C,341,25,242
653,8/8/2014,B,338,11,222
654,8/11/2014,B,353,16,217
655,8/12/2014,A,361,17,178
656,8/13/2014,A,354,27,184
657,8/14/2014,A,301,0,158
658,8/15/2014,B,364,23,193
659,8/18/2014,B,379,3,217
660,8/19/2014,B,319,4,238
661,8/20/2014,A,323,15,195
662,8/21/2014,A,377,12,185
663,8/22/2014,B,356,24,212
664,8/25/2014,B,375,26,218
665,8/26/2014,C,331,22,173
666,8/27/2014,A,331,0,225
667,8/28/2014,A,306,3,228
668,8/29/2014,B,366,29,161
669,9/2/2014,A,362,24,248
670,9/3/2014,A,329,24,198
671,9/4/2014,A,313,25,203
672,9/5/2014,A,377,17,186
673,9/8/2014,A,331,19,224
674,9/9/2014,B,307,9,179
675,9/10/2014,C,355,5,178
676,9/11/2014,C,340,2,211
677,9/12/2014,A,359,7,197
678,9/15/2014,A,325,7,194
679,9/16/2014,A,364,12,203
680,9/17/2014,A,306,19,179
681,9/18/2014,B,358,18,195
682,9/19/2014,A,379,12,195
683,9/22/2014,B,303,10,223
684,9/23/2014,C,335,24,247
685,9/24/2014,B,347,0,241
686,9/25/2014,B,371,5,219
687,9/26/2014,C,351,10,184
688,9/29/2014,A,347,4,227
689,9/30/2014,B,347,28,171
690,10/1/2014,B,369,13,207
691,10/2/2014,C,311,23,152
692,10/3/2014,B,313,3,236
693,10/6/2014,B,343,11,240
694,10/7/2014,C,303,25,157
695,10/8/2014,B,357,7,200
696,10/9/2014,C,354,19,187
697,10/10/2014,B,378,5,163
698,10/13/2014,B,359,18,241
699,10/14/2014,B,372,25,193
700,10/15/2014,B,344,22,204
701,10/16/2014,B,325,18,182
702,10/17/2014,A,314,2,197
703,10/20/2014,C,347,7,179
704,10/21/2014,A,327,3,158
705,10/22/2014,A,314,22,159
706,10/23/2014,B,324,4,161
707,10/24/2014,C,308,21,220
708,10/27/2014,A,325,22,159
709,10/28/2014,C,319,22,163
710,10/29/2014,A,318,17,247
711,10/30/2014,B,365,1,204
712,10/31/2014,C,372,25,150
713,11/3/2014,A,324,9,198
714,11/4/2014,A,369,28,175
715,11/5/2014,C,376,5,195
716,11/6/2014,A,344,30,211
717,11/7/2014,A,344,7,186
718,11/10/2014,A,329,30,152
719,11/11/2014,B,359,16,184
720,11/12/2014,C,359,11,188
721,11/13/2014,A,360,17,218
722,11/14/2014,C,316,19,214
723,11/17/2014,C,310,25,176
724,11/18/2014,C,372,11,210
725,11/19/2014,C,342,6,168
726,11/20/2014,B,308,4,228
727,11/21/2014,B,380,4,198
728,11/24/2014,C,330,20,151
729,11/25/2014,A,307,19,231
730,11/26/2014,A,304,21,203
731,11/28/2014,B,376,17,170
732,12/1/2014,B,362,6,157
733,12/2/2014,C,351,26,221
734,12/3/2014,A,376,27,241
735,12/4/2014,B,375,24,199
736,12/5/2014,C,302,30,192
737,12/8/2014,B,354,24,228
738,12/9/2014,A,378,17,168
739,12/10/2014,A,357,26,235
740,12/11/2014,A,358,10,200
741,12/12/2014,B,377,3,236
742,12/15/2014,C,340,18,244
743,12/16/2014,C,309,27,226
744,12/17/2014,A,314,22,156
745,12/18/2014,B,346,8,193
746,12/19/2014,A,372,11,234
747,12/22/2014,A,323,0,193
748,12/23/2014,C,360,1,241
749,12/24/2014,A,369,29,206
750,12/26/2014,C,345,25,249
751,12/29/2014,C,306,4,206
752,12/30/2014,B,329,28,191
753,12/31/2014,C,339,23,211
754,1/2/2015,C,363,20,223
755,1/5/2015,A,360,8,172
756,1/6/2015,A,338,23,169
757,1/7/2015,A,313,15,228
758,1/8/2015,A,344,12,166
759,1/9/2015,B,303,30,225
760,1/12/2015,C,365,27,154
761,1/13/2015,A,332,14,193
762,1/14/2015,A,372,0,223
763,1/15/2015,A,315,3,210
764,1/16/2015,C,324,2,175
765,1/20/2015,B,337,15,249
766,1/21/2015,A,301,15,178
767,1/22/2015,C,306,1,192
768,1/23/2015,A,362,29,182
769,1/26/2015,C,366,23,213
770,1/27/2015,A,343,13,193
771,1/28/2015,B,347,25,227
772,1/29/2015,B,334,5,152
773,1/30/2015,C,302,13,152
774,2/2/2015,B,351,17,165
775,2/3/2015,A,340,22,195
776,2/4/2015,B,377,3,168
777,2/5/2015,B,310,23,207
778,2/6/2015,C,331,11,215
779,2/9/2015,A,321,16,212
780,2/10/2015,C,339,28,201
781,2/11/2015,C,302,11,240
782,2/12/2015,A,310,21,228
783,2/13/2015,B,316,11,156
784,2/17/2015,A,365,13,204
785,2/18/2015,C,308,25,171
786,2/19/2015,A,335,13,151
787,2/20/2015,B,351,28,177
788,2/23/2015,A,380,25,180
789,2/24/2015,B,341,21,211
790,2/25/2015,C,328,0,175
791,2/26/2015,C,352,23,213
792,2/27/2015,B,313,25,225
793,3/2/2015,B,352,4,194
794,3/3/2015,A,342,12,169
795,3/4/2015,C,308,4,245
796,3/5/2015,C,301,9,221
797,3/6/2015,A,308,25,156
798,3/9/2015,B,320,17,170
799,3/10/2015,C,350,6,187
800,3/11/2015,B,327,3,223
801,3/12/2015,B,312,12,194
802,3/13/2015,B,380,23,178
803,3/16/2015,C,362,15,239
804,3/17/2015,C,364,11,154
805,3/18/2015,B,349,9,193
806,3/19/2015,C,378,6,172
807,3/20/2015,C,368,28,195
808,3/23/2015,A,312,16,240
809,3/24/2015,C,337,2,248
810,3/25/2015,B,343,25,233
811,3/26/2015,C,326,3,175
812,3/27/2015,C,313,1,205
813,3/30/2015,C,310,18,151
814,3/31/2015,B,311,6,234
815,4/1/2015,C,367,4,195
816,4/2/2015,C,305,20,167
817,4/6/2015,A,353,28,154
818,4/7/2015,B,329,15,166
819,4/8/2015,A,302,3,224
820,4/9/2015,B,348,2,230
