,Date,inventory_id,price,discount,quantity
289,2/28/2013,A,374,26,162
290,3/1/2013,B,353,11,203
291,3/4/2013,A,340,5,176
292,3/5/2013,B,305,9,245
293,3/6/2013,B,362,30,190
294,3/7/2013,B,318,4,200
295,3/8/2013,B,302,26,223
296,3/11/2013,A,376,22,156
297,3/12/2013,B,347,9,242
298,3/13/2013,B,374,18,202
299,3/14/2013,C,301,15,226
300,3/15/2013,B,366,16,171
301,3/18/2013,B,338,24,176
302,3/19/2013,B,338,12,238
303,3/20/2013,C,336,16,233
304,3/21/2013,B,374,25,198
305,3/22/2013,A,368,10,196
306,3/25/2013,C,349,22,194
307,3/26/2013,C,325,21,173
308,3/27/2013,A,305,10,224
309,3/28/2013,B,301,23,164
310,4/1/2013,A,372,0,180
311,4/2/2013,B,375,26,238
312,4/3/2013,A,309,6,162
313,4/4/2013,B,355,10,162
314,4/5/2013,A,357,26,160
315,4/8/2013,C,370,9,247
316,4/9/2013,B,371,0,191
317,4/10/2013,B,339,13,222
318,4/11/2013,B,305,8,198
319,4/12/2013,C,342,11,243
320,4/15/2013,A,353,15,215
321,4/16/2013,B,301,27,164
322,4/17/2013,C,320,22,249
323,4/18/2013,B,313,27,165
324,4/19/2013,A,346,15,170
325,4/22/2013,B,359,29,168
326,4/23/2013,B,347,21,197
327,4/24/2013,A,316,12,206
328,4/25/2013,B,363,15,193
329,4/26/2013,C,316,20,215
330,4/29/2013,B,321,11,216
331,4/30/2013,A,341,2,243
332,5/1/2013,B,356,14,217
333,5/2/2013,A,303,27,157
334,5/3/2013,A,363,20,247
335,5/6/2013,A,353,7,224
336,5/7/2013,A,360,19,200
337,5/8/2013,B,356,26,174
338,5/9/2013,B,301,10,190
339,5/10/2013,C,305,13,218
340,5/13/2013,A,377,23,244
341,5/14/2013,A,367,6,169
342,5/15/2013,C,348,5,242
343,5/16/2013,B,377,13,220
344,5/17/2013,A,336,15,185
345,5/20/2013,C,306,10,165
346,5/21/2013,A,321,26,250
347,5/22/2013,B,317,12,239
348,5/23/2013,A,348,18,192
349,5/24/2013,A,348,15,197
350,5/28/2013,C,355,25,154
351,5/29/2013,C,322,30,197
352,5/30/2013,A,367,11,214
353,5/31/2013,B,363,12,249
354,6/3/2013,A,375,19,215
355,6/4/2013,A,357,6,232
356,6/5/2013,B,333,1,168
357,6/6/2013,B,354,23,154
358,6/7/2013,C,306,10,223
359,6/10/2013,A,314,19,223
360,6/11/2013,C,371,28,220
361,6/12/2013,C,351,25,213
362,6/13/2013,A,325,22,233
363,6/14/2013,B,364,22,168
364,6/17/2013,A,345,0,170
365,6/18/2013,A,313,4,203
366,6/19/2013,C,320,28,233
367,6/20/2013,B,376,18,202
368,6/21/2013,B,346,3,201
369,6/24/2013,A,332,25,226
370,6/25/2013,B,363,21,195
371,6/26/2013,B,368,19,150
372,6/27/2013,C,368,9,200
373,6/28/2013,C,350,23,213
374,7/1/2013,C,362,5,191
375,7/2/2013,C,375,28,174
376,7/3/2013,A,373,17,175
377,7/5/2013,C,368,19,249
378,7/8/2013,C,304,0,233
379,7/9/2013,C,308,14,209
380,7/10/2013,A,313,4,178
381,7/11/2013,B,363,16,232
382,7/12/2013,B,319,22,191
383,7/15/2013,B,379,24,237
384,7/16/2013,B,314,30,184
385,7/17/2013,A,316,29,181
386,7/18/2013,C,306,26,221
387,7/19/2013,A,367,10,204
388,7/22/2013,C,361,27,246
389,7/23/2013,A,346,1,235
390,7/24/2013,C,341,2,159
391,7/25/2013,A,316,10,165
392,7/26/2013,B,355,15,166
393,7/29/2013,B,356,30,178
394,7/30/2013,B,301,2,163
395,7/31/2013,C,327,5,227
396,8/1/2013,C,366,27,151
397,8/2/2013,B,377,9,243
398,8/5/2013,B,354,20,196
399,8/6/2013,C,375,18,174
400,8/7/2013,C,373,4,170
401,8/8/2013,A,303,22,175
402,8/9/2013,B,369,11,211
403,8/12/2013,C,344,20,240
404,8/13/2013,C,332,4,168
405,8/14/2013,A,345,7,220
406,8/15/2013,A,324,16,175
407,8/16/2013,C,343,18,234
408,8/19/2013,B,364,13,204
409,8/20/2013,A,316,3,205
410,8/21/2013,C,300,8,192
411,8/22/2013,B,372,6,156
412,8/23/2013,B,363,14,226
413,8/26/2013,B,365,18,168
414,8/27/2013,A,365,16,206
415,8/28/2013,C,340,21,201
416,8/29/2013,C,346,7,167
417,8/30/2013,B,341,1,235
418,9/3/2013,A,374,27,197
419,9/4/2013,C,337,18,152
420,9/5/2013,B,373,8,247
421,9/6/2013,B,351,29,163
422,9/9/2013,A,349,23,248
423,9/10/2013,C,328,20,233
424,9/11/2013,A,360,0,210
425,9/12/2013,B,324,29,211
426,9/13/2013,C,343,25,179
427,9/16/2013,C,348,27,175
428,9/17/2013,B,324,26,197
429,9/18/2013,B,335,27,154
430,9/19/2013,B,306,16,201
431,9/20/2013,A,322,16,222
432,9/23/2013,C,379,6,239
433,9/24/2013,B,339,16,186
434,9/25/2013,A,311,13,191
435,9/26/2013,B,309,2,249
436,9/27/2013,C,353,20,225
437,9/30/2013,C,335,21,185
438,10/1/2013,B,300,21,242
439,10/2/2013,C,332,2,199
440,10/3/2013,C,324,18,221
441,10/4/2013,A,346,4,241
442,10/7/2013,A,360,15,229
443,10/8/2013,C,335,8,176
444,10/9/2013,A,348,21,179
445,10/10/2013,A,314,0,180
446,10/11/2013,A,344,11,244
447,10/14/2013,B,303,14,212
448,10/15/2013,C,328,27,177
449,10/16/2013,C,315,10,235
450,10/17/2013,C,309,13,199
451,10/18/2013,C,357,17,161
452,10/21/2013,B,378,21,153
453,10/22/2013,C,301,1,167
454,10/23/2013,C,324,18,188
455,10/24/2013,A,334,0,162
456,10/25/2013,B,304,28,182
457,10/28/2013,C,350,4,236
458,10/29/2013,B,358,20,247
459,10/30/2013,A,301,1,177
460,10/31/2013,C,313,11,195
461,11/1/2013,A,348,12,189
462,11/4/2013,B,337,12,192
463,11/5/2013,A,365,6,154
464,11/6/2013,B,355,28,214
465,11/7/2013,C,320,0,220
466,11/8/2013,C,322,20,238
467,11/11/2013,A,363,15,185
468,11/12/2013,B,367,26,175
469,11/13/2013,B,341,13,231
470,11/14/2013,C,336,30,220
471,11/15/2013,A,380,8,225
472,11/18/2013,B,361,7,189
473,11/19/2013,A,324,23,250
474,11/20/2013,B,315,8,164
475,11/21/2013,C,338,11,233
476,11/22/2013,B,367,27,219
477,11/25/2013,A,344,7,248
478,11/26/2013,A,334,17,249
479,11/27/2013,A,364,29,209
480,11/29/2013,B,377,6,154
481,12/2/2013,A,310,4,206
482,12/3/2013,B,366,10,243
483,12/4/2013,B,307,2,222
484,12/5/2013,C,328,7,162
485,12/6/2013,C,317,30,221
486,12/9/2013,C,325,14,191
487,12/10/2013,B,300,24,207
488,12/11/2013,B,362,30,208
489,12/12/2013,A,347,17,217
490,12/13/2013,C,344,7,169
491,12/16/2013,A,310,3,156
492,12/17/2013,A,373,15,244
493,12/18/2013,C,312,6,208
494,12/19/2013,B,358,9,213
495,12/20/2013,A,330,21,247
496,12/23/2013,A,368,19,220
497,12/24/2013,C,379,23,181
498,12/26/2013,C,311,16,211
499,12/27/2013,B,364,19,208
500,12/30/2013,B,326,21,176
501,12/31/2013,C,324,26,237
502,1/2/2014,A,327,23,238
503,1/3/2014,B,324,12,191
504,1/6/2014,B,358,1,161
505,1/7/2014,C,313,2,246
506,1/8/2014,A,343,28,191
507,1/9/2014,B,332,6,220
508,1/10/2014,B,333,26,232
509,1/13/2014,C,304,16,208
510,1/14/2014,B,316,16,180
511,1/15/2014,A,312,18,245
512,1/16/2014,C,308,12,221
513,1/17/2014,B,349,6,152
514,1/21/2014,A,353,17,205
515,1/22/2014,B,319,9,150
516,1/23/2014,C,330,10,177
517,1/24/2014,B,370,26,217
518,1/27/2014,A,310,27,187
519,1/28/2014,A,380,1,183
520,1/29/2014,B,369,7,208
521,1/30/2014,A,379,12,242
522,1/31/2014,B,312,9,245
523,2/3/2014,C,317,28,216
524,2/4/2014,A,357,26,249
525,2/5/2014,A,362,12,174
526,2/6/2014,C,365,15,191
527,2/7/2014,A,354,26,167
528,2/10/2014,B,341,4,166
529,2/11/2014,A,372,11,188
530,2/12/2014,A,372,0,199
531,2/13/2014,A,378,26,219
532,2/14/2014,C,325,4,234
533,2/18/2014,C,368,2,187
534,2/19/2014,B,353,26,177
535,2/20/2014,C,351,1,165
536,2/21/2014,A,300,22,153
537,2/24/2014,C,315,4,206
538,2/25/2014,A,353,15,155
539,2/26/2014,B,320,10,213
540,2/27/2014,B,314,17,165
541,2/28/2014,A,359,30,160
542,3/3/2014,C,356,15,156
543,3/4/2014,A,365,22,244
544,3/5/2014,C,330,29,216
545,3/6/2014,B,302,19,217
546,3/7/2014,C,352,20,163
547,3/10/2014,B,316,24,217
548,3/11/2014,B,379,11,199
549,3/12/2014,B,357,29,170
550,3/13/2014,B,365,8,220
551,3/14/2014,C,326,15,231
552,3/17/2014,C,327,27,167
553,3/18/2014,A,373,21,233
554,3/19/2014,B,338,24,196
555,3/20/2014,C,320,0,203
556,3/21/2014,C,368,25,201
557,3/24/2014,A,319,21,192
558,3/25/2014,C,374,4,210
559,3/26/2014,B,345,19,207
560,3/27/2014,B,332,6,245
561,3/28/2014,A,359,10,246
562,3/31/2014,B,332,14,230
563,4/1/2014,A,301,7,228
564,4/2/2014,C,380,8,235
565,4/3/2014,C,349,17,250
566,4/4/2014,C,308,8,163
567,4/7/2014,B,340,4,163
568,4/8/2014,C,308,15,152
569,4/9/2014,A,336,21,218
570,4/10/2014,B,339,10,240
571,4/11/2014,C,369,9,233
572,4/14/2014,B,343,7,162
573,4/15/2014,B,372,13,180
574,4/16/2014,B,345,15,230
575,4/17/2014,B,348,21,150
576,4/21/2014,B,380,23,220
577,4/22/2014,B,375,3,189
578,4/23/2014,B,337,11,155
579,4/24/2014,A,330,28,248
580,4/25/2014,A,339,5,228
581,4/28/2014,B,323,18,168
582,4/29/2014,A,300,25,238
583,4/30/2014,B,310,3,161
584,5/1/2014,A,300,3,188
585,5/2/2014,B,339,19,211
586,5/5/2014,A,341,29,207
587,5/6/2014,A,331,13,208
588,5/7/2014,C,327,11,216
589,5/8/2014,B,368,21,153
590,5/9/2014,A,311,23,189
591,5/12/2014,A,368,7,231
592,5/13/2014,B,367,26,169
593,5/14/2014,A,335,15,194
594,5/15/2014,A,354,15,249
595,5/16/2014,B,347,12,168
596,5/19/2014,B,376,17,216
597,5/20/2014,A,350,28,211
598,5/21/2014,B,368,21,217
599,5/22/2014,C,328,30,215
600,5/23/2014,C,370,5,221
601,5/27/2014,C,369,28,165
602,5/28/2014,C,353,17,214
603,5/29/2014,C,314,7,156
604,5/30/2014,A,369,26,182
605,6/2/2014,B,331,18,247
606,6/3/2014,A,326,14,250
607,6/4/2014,B,321,28,201
608,6/5/2014,A,300,5,162
609,6/6/2014,A,313,25,191
610,6/9/2014,C,326,19,218
611,6/10/2014,B,345,28,247
612,6/11/2014,B,302,1,203
613,6/12/2014,A,348,17,192
614,6/13/2014,A,327,21,235
615,6/16/2014,B,377,19,224
616,6/17/2014,A,325,0,225
617,6/18/2014,B,323,21,164
618,6/19/2014,C,310,5,197
619,6/20/2014,C,348,26,201
620,6/23/2014,B,304,28,172
621,6/24/2014,A,308,17,225
622,6/25/2014,A,374,10,227
623,6/26/2014,B,347,19,177
624,6/27/2014,A,330,7,242
625,6/30/2014,C,314,3,209
626,7/1/2014,A,312,4,229
627,7/2/2014,A,310,18,245
628,7/3/2014,B,374,28,210
629,7/7/2014,B,380,8,242
630,7/8/2014,C,342,1,180
631,7/9/2014,A,349,9,210
632,7/10/2014,B,373,3,176
633,7/11/2014,B,379,14,150
634,7/14/2014,A,331,22,215
635,7/15/2014,B,344,26,204
636,7/16/2014,C,323,16,154
637,7/17/2014,A,353,14,206
638,7/18/2014,C,328,30,175
639,7/21/2014,B,354,2,210
640,7/22/2014,C,316,9,242
641,7/23/2014,C,336,27,187
642,7/24/2014,A,359,19,214
643,7/25/2014,A,345,3,227
644,7/28/2014,C,378,4,193
645,7/29/2014,A,340,22,175
646,7/30/2014,C,341,7,212
647,7/31/2014,A,358,27,190
648,8/1/2014,B,379,28,204
649,8/4/2014,C,302,15,191
650,8/5/2014,B,328,9,246
651,8/6/2014,A,350,12,209
652,8/7/2014,C,312,19,161
653,8/8/2014,B,308,28,242
654,8/11/2014,B,356,18,186
655,8/12/2014,A,351,4,210
656,8/13/2014,A,342,15,231
657,8/14/2014,A,379,6,202
658,8/15/2014,B,348,5,191
659,8/18/2014,B,314,30,213
660,8/19/2014,B,380,6,179
661,8/20/2014,A,300,1,246
662,8/21/2014,A,308,15,241
663,8/22/2014,B,372,3,150
664,8/25/2014,B,351,24,234
665,8/26/2014,C,330,17,238
666,8/27/2014,A,316,10,176
667,8/28/2014,A,332,7,175
668,8/29/2014,B,324,1,166
669,9/2/2014,A,308,22,186
670,9/3/2014,A,342,13,220
671,9/4/2014,A,366,20,191
672,9/5/2014,A,343,9,239
673,9/8/2014,A,303,15,185
674,9/9/2014,B,337,24,203
675,9/10/2014,C,337,6,201
676,9/11/2014,C,332,9,203
677,9/12/2014,A,305,12,156
678,9/15/2014,A,313,8,185
679,9/16/2014,A,337,11,249
680,9/17/2014,A,328,11,235
681,9/18/2014,B,364,8,166
682,9/19/2014,A,351,22,244
683,9/22/2014,B,329,23,169
684,9/23/2014,C,314,8,209
685,9/24/2014,B,322,10,183
686,9/25/2014,B,318,2,236
687,9/26/2014,C,325,6,215
688,9/29/2014,A,368,12,211
689,9/30/2014,B,334,3,152
690,10/1/2014,B,332,19,239
691,10/2/2014,C,348,10,185
692,10/3/2014,B,305,28,183
693,10/6/2014,B,337,9,195
694,10/7/2014,C,340,19,219
695,10/8/2014,B,300,16,197
696,10/9/2014,C,361,22,198
697,10/10/2014,B,348,11,213
698,10/13/2014,B,316,20,223
699,10/14/2014,B,328,20,154
700,10/15/2014,B,356,26,181
701,10/16/2014,B,338,9,157
702,10/17/2014,A,370,26,200
703,10/20/2014,C,339,29,211
704,10/21/2014,A,307,8,165
705,10/22/2014,A,313,28,236
706,10/23/2014,B,312,29,226
707,10/24/2014,C,322,2,202
708,10/27/2014,A,339,13,208
709,10/28/2014,C,326,8,197
710,10/29/2014,A,367,5,152
711,10/30/2014,B,359,30,225
712,10/31/2014,C,306,26,164
713,11/3/2014,A,318,10,176
714,11/4/2014,A,334,15,232
715,11/5/2014,C,338,8,235
716,11/6/2014,A,330,25,154
717,11/7/2014,A,331,12,159
718,11/10/2014,A,364,6,198
719,11/11/2014,B,340,1,215
720,11/12/2014,C,337,8,238
721,11/13/2014,A,303,1,201
722,11/14/2014,C,333,13,163
723,11/17/2014,C,333,10,249
724,11/18/2014,C,322,26,249
725,11/19/2014,C,310,9,224
726,11/20/2014,B,351,7,187
727,11/21/2014,B,375,21,205
728,11/24/2014,C,306,2,214
729,11/25/2014,A,368,13,246
730,11/26/2014,A,351,12,189
731,11/28/2014,B,375,26,167
732,12/1/2014,B,301,21,198
733,12/2/2014,C,365,11,188
734,12/3/2014,A,372,2,202
735,12/4/2014,B,307,6,191
736,12/5/2014,C,337,17,203
737,12/8/2014,B,345,22,202
738,12/9/2014,A,376,21,195
739,12/10/2014,A,371,27,245
740,12/11/2014,A,328,4,250
741,12/12/2014,B,314,27,165
742,12/15/2014,C,364,1,159
743,12/16/2014,C,317,6,235
744,12/17/2014,A,342,25,230
745,12/18/2014,B,301,29,224
746,12/19/2014,A,374,6,240
747,12/22/2014,A,356,13,180
748,12/23/2014,C,370,4,220
749,12/24/2014,A,342,20,195
750,12/26/2014,C,375,14,209
751,12/29/2014,C,357,8,213
752,12/30/2014,B,367,27,205
753,12/31/2014,C,323,11,164
754,1/2/2015,C,360,22,245
755,1/5/2015,A,372,14,225
756,1/6/2015,A,350,16,222
757,1/7/2015,A,311,23,234
758,1/8/2015,A,367,27,249
759,1/9/2015,B,374,5,187
760,1/12/2015,C,316,0,179
761,1/13/2015,A,361,28,224
762,1/14/2015,A,366,17,214
763,1/15/2015,A,355,28,192
764,1/16/2015,C,302,28,180
765,1/20/2015,B,332,15,184
766,1/21/2015,A,344,20,156
767,1/22/2015,C,336,9,152
768,1/23/2015,A,379,12,232
769,1/26/2015,C,354,15,238
770,1/27/2015,A,312,9,169
771,1/28/2015,B,333,13,152
772,1/29/2015,B,312,20,166
773,1/30/2015,C,315,14,171
774,2/2/2015,B,303,19,227
775,2/3/2015,A,311,12,225
776,2/4/2015,B,301,29,191
777,2/5/2015,B,315,22,155
778,2/6/2015,C,320,23,212
779,2/9/2015,A,335,29,164
780,2/10/2015,C,340,21,215
781,2/11/2015,C,367,18,246
782,2/12/2015,A,315,25,192
783,2/13/2015,B,367,20,162
784,2/17/2015,A,356,13,175
785,2/18/2015,C,333,28,174
786,2/19/2015,A,305,15,203
787,2/20/2015,B,356,9,231
788,2/23/2015,A,303,23,184
789,2/24/2015,B,368,1,175
790,2/25/2015,C,315,28,158
791,2/26/2015,C,303,24,248
792,2/27/2015,B,321,21,192
793,3/2/2015,B,305,14,202
794,3/3/2015,A,372,0,239
795,3/4/2015,C,352,10,218
796,3/5/2015,C,360,15,188
797,3/6/2015,A,334,2,191
798,3/9/2015,B,324,22,188
799,3/10/2015,C,334,10,192
800,3/11/2015,B,361,28,153
801,3/12/2015,B,362,28,167
802,3/13/2015,B,319,20,201
803,3/16/2015,C,321,20,240
804,3/17/2015,C,329,19,219
805,3/18/2015,B,314,26,235
806,3/19/2015,C,351,3,236
807,3/20/2015,C,313,4,198
808,3/23/2015,A,373,20,235
809,3/24/2015,C,359,8,190
810,3/25/2015,B,345,26,187
811,3/26/2015,C,302,27,207
812,3/27/2015,C,350,1,204
813,3/30/2015,C,331,0,208
814,3/31/2015,B,355,23,224
815,4/1/2015,C,301,22,160
816,4/2/2015,C,329,9,231
817,4/6/2015,A,347,18,244
818,4/7/2015,B,365,9,225
819,4/8/2015,A,352,6,194
820,4/9/2015,B,357,10,162
